sample_id,split,method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
ubfc_d2_subject20_vid_ed92eefb,train,pos,110.59769314397745,118.31232773308854,-0.3486126855403268,110.44349304182388,-24.427972433545435,38
ubfc_d2_subject22_vid_6705444e,train,green,2.22921569062385,2.8856551061902285,0.8433171367360301,0.1128353002558403,-0.8991113145548488,38
ubfc_d2_subject22_vid_6705444e,train,chrom,54.17376772387553,54.40800814466574,0.31545953428974616,-54.17376772387553,-11.479389813002642,38
ubfc_d2_subject22_vid_6705444e,train,pos,2.54217686744591,3.3992394341895005,0.7758192140944576,0.4284551202985007,-1.3725428754924809,38
ubfc_d2_subject23_vid_f6fa880d,train,green,2.238947918540553,2.934667665999712,0.5573894989669955,0.6099699923866674,1.3851774707272413,38
ubfc_d2_subject23_vid_f6fa880d,train,chrom,4.552448975412469,6.143660444012169,0.22356991373553836,-2.600804278725072,-4.871115930249682,38
ubfc_d2_subject23_vid_f6fa880d,train,pos,3.1868768993176912,3.985765946963154,0.4484610271273658,1.6626824830707752,2.0490476062093936,38
ubfc_d2_subject24_vid_faa70e63,train,green,47.97952943629311,72.91099711225195,-0.5942035255250397,40.50895665936064,-11.90719262954941,39
ubfc_d2_subject24_vid_faa70e63,train,chrom,54.95780238025426,56.415587068047564,0.59802000162604,-26.776409888052715,-12.067737318227342,39
ubfc_d2_subject24_vid_faa70e63,train,pos,47.41539870211843,72.20128964583587,-0.566535643416581,39.84225673635884,-15.473670248388578,39
ubfc_d2_subject25_vid_590cd5ec,train,green,2.2373960090406015,2.8542707902639224,-0.025759043700936117,-1.8526063398881392,1.6591683291406112,33
ubfc_d2_subject25_vid_590cd5ec,train,chrom,34.528821193810664,39.34504336597117,0.3876866424821025,-34.528821193810664,-9.592142692809247,33
ubfc_d2_subject25_vid_590cd5ec,train,pos,2.057154337565104,2.7256024036742525,-0.0057242319335413586,-1.6707347523082385,3.077138545896285,33
ubfc_d2_subject26_vid_f9ef9532,val,green,3.831787562944513,4.98200861361067,0.2380266666585511,0.07334465697353047,-1.6122549796399173,35
ubfc_d2_subject26_vid_f9ef9532,val,chrom,27.48636243967128,28.516759060473888,-0.536558650835986,-26.452142207388913,-8.916104190766102,35
ubfc_d2_subject26_vid_f9ef9532,val,pos,1.9245252160733446,2.561355833656718,0.24397361381467125,1.3881862271465215,2.525365988746599,35
ubfc_d2_subject27_vid_96005bba,train,green,17.479611307463788,21.349365799210823,0.8901129616258083,-17.417565733275556,-4.156609293414251,32
ubfc_d2_subject27_vid_96005bba,train,chrom,44.165452390990396,44.775977314982114,-0.8465362444066713,-44.165452390990396,-13.05140075339214,32
ubfc_d2_subject27_vid_96005bba,train,pos,4.21489736429677,5.650962466596547,0.5369266003164778,-2.731228143057966,-2.2371754871717915,32
